price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
21900,2014.0,chevrolet tahoe,good,8.0,gas,129562.0,automatic,SUV,black,,2019-01-08,12
15999,2013.0,dodge charger,excellent,6.0,gas,70465.0,automatic,sedan,black,,2018-05-24,27
19995,2010.0,toyota tundra,good,8.0,gas,138846.0,automatic,truck,blue,1.0,2018-12-11,13
22995,2012.0,jeep wrangler unlimited,good,6.0,gas,153680.0,automatic,SUV,silver,1.0,2018-11-08,14
27000,2007.0,chevrolet silverado 2500hd,good,8.0,diesel,145000.0,automatic,truck,,1.0,2018-07-16,50
16999,2006.0,chevrolet corvette,excellent,8.0,gas,91724.0,automatic,convertible,black,,2018-11-28,25
18999,2004.0,chevrolet corvette,excellent,8.0,gas,83318.0,manual,coupe,red,,2018-05-23,13
5500,2008.0,subaru forester,excellent,4.0,gas,156556.0,automatic,SUV,grey,1.0,2018-10-22,53
7999,2005.0,cadillac escalade,excellent,8.0,gas,188000.0,automatic,SUV,white,1.0,2018-08-16,28
16999,2015.0,subaru outback,excellent,4.0,gas,99046.0,automatic,SUV,,1.0,2019-01-15,9
12999,2009.0,ford f-150,excellent,8.0,gas,149328.0,automatic,pickup,,1.0,2019-03-15,65
10999,2011.0,jeep grand cherokee,excellent,8.0,gas,153218.0,automatic,SUV,green,1.0,2019-03-27,17
12999,2011.0,ford f-150,excellent,8.0,gas,168336.0,automatic,pickup,grey,1.0,2019-01-15,49
10999,2011.0,ram 1500,excellent,8.0,gas,149592.0,automatic,pickup,silver,1.0,2018-05-30,50
14999,2008.0,ford f-150,excellent,8.0,gas,149198.0,automatic,pickup,black,,2019-03-11,7
7999,2007.0,dodge charger,excellent,8.0,gas,119050.0,automatic,sedan,silver,,2018-12-11,42
12999,2008.0,ram 1500,excellent,8.0,gas,122604.0,automatic,pickup,silver,1.0,2019-02-08,84
9999,2014.0,ford fusion,excellent,4.0,gas,100971.5,automatic,sedan,black,1.0,2018-05-21,5
5000,2004.0,ford f-150,excellent,8.0,gas,102219.0,automatic,pickup,red,1.0,2019-03-24,12
9999,2012.0,chrysler 300,excellent,6.0,gas,144652.0,automatic,sedan,,,2019-03-29,42
20995,2013.0,ram 1500,excellent,8.0,gas,96100.0,automatic,truck,white,1.0,2019-03-06,17
14995,2013.0,honda cr-v,excellent,4.0,gas,60150.0,automatic,wagon,brown,1.0,2018-06-22,43
12995,2013.0,nissan rogue,excellent,4.0,gas,46150.0,automatic,wagon,black,1.0,2019-04-10,7
14995,2011.0,ford ranger,excellent,6.0,gas,54200.0,automatic,truck,grey,1.0,2018-11-18,75
13995,2008.0,chevrolet silverado 1500,excellent,8.0,gas,93300.0,automatic,truck,grey,1.0,2018-11-15,53
10995,2011.0,ford explorer,excellent,6.0,gas,128200.0,automatic,wagon,black,1.0,2018-11-23,18
16999,2012.0,ram 1500,excellent,8.0,gas,106610.0,automatic,pickup,black,,2019-02-27,86
15988,2012.0,bmw x5,good,6.0,diesel,78939.0,automatic,SUV,grey,1.0,2018-07-14,22
15588,2013.0,honda cr-v,good,4.0,gas,60475.0,automatic,SUV,blue,1.0,2018-05-06,22
13995,2014.0,toyota tacoma,excellent,4.0,gas,102921.0,automatic,pickup,white,,2018-12-03,16
8900,2004.0,toyota tundra,excellent,8.0,gas,189000.0,automatic,truck,,,2018-11-30,22
4900,2011.0,honda civic,good,4.0,gas,98945.0,manual,sedan,grey,,2019-01-25,22
11999,2008.0,ram 1500,excellent,8.0,gas,152862.0,automatic,pickup,black,1.0,2019-04-17,25
8888,2008.0,bmw x5,excellent,6.0,gas,122901.0,automatic,SUV,silver,1.0,2018-11-28,31
7999,2009.0,nissan murano,excellent,6.0,gas,139668.0,automatic,SUV,grey,1.0,2019-02-19,53
5950,2009.0,nissan maxima,excellent,6.0,gas,143000.0,automatic,sedan,red,,2018-07-20,107
14500,2011.0,ram 2500,excellent,8.0,gas,133529.0,automatic,truck,white,,2019-02-05,71
4500,2001.0,jeep grand cherokee laredo,excellent,6.0,gas,197000.0,automatic,SUV,red,1.0,2019-02-25,49
9900,2011.0,bmw x5,excellent,6.0,gas,122000.0,automatic,SUV,grey,1.0,2018-05-25,19
2850,2004.0,chevrolet tahoe,good,6.0,gas,256500.0,automatic,SUV,black,1.0,2018-06-06,22
23000,2007.0,ram 2500,good,6.0,diesel,163000.0,automatic,truck,blue,1.0,2018-12-11,20
5350,2012.0,dodge grand caravan,good,6.0,gas,97766.0,automatic,SUV,grey,,2019-03-17,10
10800,2012.0,jeep grand cherokee,good,6.0,gas,122000.0,automatic,SUV,,,2018-12-05,5
13998,2016.0,chevrolet equinox,like new,4.0,gas,60000.0,automatic,SUV,blue,,2019-03-12,17
4500,2007.0,toyota corolla,good,4.0,gas,209400.0,automatic,sedan,white,,2019-04-16,36
14000,2006.0,toyota tacoma,good,6.0,gas,240000.0,automatic,truck,silver,1.0,2018-05-03,177
22000,2018.0,honda accord,like new,4.0,gas,17400.0,automatic,sedan,silver,,2019-01-01,25
15500,2012.0,gmc sierra 1500,good,8.0,gas,197000.0,automatic,truck,custom,1.0,2019-03-29,67
6995,2006.0,jeep grand cherokee laredo,good,6.0,gas,132000.0,automatic,other,white,1.0,2018-05-12,47
21950,2015.0,ford f-250 super duty,excellent,8.0,diesel,184143.0,automatic,truck,white,1.0,2019-02-20,13
13995,2011.0,ford econoline,good,8.0,gas,97467.0,automatic,van,white,,2018-08-01,25
3500,2007.0,toyota highlander,good,6.0,gas,152362.0,automatic,SUV,white,1.0,2019-02-03,45
11000,2014.0,chrysler town & country,excellent,6.0,gas,110000.0,automatic,mini-van,red,,2019-02-09,9
8900,2007.0,chevrolet silverado 2500hd,excellent,8.0,gas,118000.0,automatic,pickup,,,2019-03-16,64
18990,2016.0,ford f-150,excellent,8.0,gas,65728.5,automatic,pickup,green,1.0,2018-08-03,8
28990,2018.0,jeep wrangler unlimited,like new,6.0,gas,19720.5,automatic,SUV,black,1.0,2018-09-18,52
13990,2010.0,ram 1500,excellent,8.0,gas,108055.0,automatic,pickup,white,1.0,2018-12-08,37
17750,2008.0,toyota sienna,excellent,6.0,gas,104784.0,automatic,mini-van,blue,,2018-12-22,22
16500,2004.0,chevrolet silverado,good,8.0,diesel,174750.0,automatic,pickup,brown,1.0,2018-12-15,48
12000,2016.0,dodge grand caravan,excellent,6.0,gas,84000.0,automatic,mini-van,silver,,2019-03-25,19
13995,2007.0,toyota 4runner,excellent,6.0,gas,167931.5,automatic,SUV,silver,1.0,2018-05-24,51
5900,2010.0,toyota prius,excellent,4.0,hybrid,51500.0,automatic,hatchback,silver,,2018-10-13,12
16995,2015.0,toyota rav4,excellent,4.0,gas,84745.0,automatic,SUV,,1.0,2018-11-10,10
9800,2006.0,ford f350 super duty,excellent,8.0,diesel,211354.0,automatic,pickup,black,1.0,2018-10-07,79
8995,2008.0,toyota rav4,excellent,6.0,gas,150265.0,automatic,SUV,red,1.0,2018-08-11,24
10750,2010.0,toyota rav4,excellent,6.0,gas,131300.0,manual,SUV,,1.0,2018-11-20,47
10500,2012.0,jeep grand cherokee laredo,excellent,6.0,gas,112500.0,automatic,SUV,black,,2018-10-21,22
3995,2005.0,dodge grand caravan,good,6.0,gas,103300.0,automatic,mini-van,blue,,2018-06-06,7
3900,2004.0,ford f-150,good,8.0,gas,189000.0,automatic,truck,green,,2018-12-23,10
9000,2010.0,chevrolet silverado 2500hd,good,8.0,gas,201000.0,automatic,truck,white,1.0,2019-03-17,17
10800,2009.0,toyota camry,good,6.0,gas,140048.0,automatic,sedan,white,,2018-07-29,9
5500,2012.0,ford mustang,good,6.0,gas,205000.0,automatic,convertible,blue,,2018-06-08,62
13989,2014.0,jeep grand cherokee laredo,excellent,6.0,gas,119440.0,automatic,SUV,black,1.0,2018-08-11,60
18000,2008.0,chevrolet silverado,good,8.0,diesel,135000.0,automatic,pickup,,1.0,2018-07-06,20
8990,2011.0,hyundai sonata,excellent,4.0,gas,128559.0,automatic,sedan,red,,2018-08-20,16
16890,2018.0,chevrolet malibu,like new,4.0,gas,24299.0,automatic,sedan,silver,,2019-02-05,96
22990,2018.0,nissan frontier,like new,6.0,gas,15713.5,automatic,pickup,black,1.0,2019-01-29,27
13690,2011.0,gmc sierra 1500,excellent,8.0,gas,117473.0,automatic,pickup,white,1.0,2018-08-05,32
5397,2001.0,chevrolet suburban,excellent,8.0,gas,175432.0,automatic,SUV,,1.0,2018-07-17,82
4000,2004.0,dodge dakota,excellent,8.0,gas,181922.0,automatic,truck,custom,,2019-02-17,47
4250,2012.0,ford escape,excellent,6.0,gas,134595.0,automatic,SUV,custom,1.0,2018-07-09,24
9250,2008.0,chevrolet silverado 2500hd,good,8.0,gas,185000.0,automatic,pickup,silver,1.0,2019-03-09,29
14500,2014.0,ford f-150,good,8.0,gas,141000.0,automatic,pickup,black,1.0,2019-01-05,16
15995,2008.0,ford f-250,good,10.0,gas,42250.0,automatic,pickup,white,1.0,2018-07-23,47
27995,2013.0,jeep wrangler,excellent,6.0,gas,64250.0,automatic,SUV,white,1.0,2019-02-03,8
3500,2003.0,nissan altima,excellent,4.0,gas,187022.0,automatic,sedan,white,,2019-04-13,51
2750,2000.0,ford taurus,excellent,6.0,gas,200472.0,automatic,sedan,,,2019-01-14,52
6197,2004.0,chevrolet silverado,excellent,8.0,gas,181000.0,automatic,pickup,white,1.0,2018-10-17,20
2997,2003.0,ford mustang,good,6.0,gas,144000.0,automatic,coupe,black,,2019-01-06,72
2200,2005.0,ford focus,excellent,4.0,gas,260712.0,automatic,sedan,white,,2018-06-21,102
3000,2004.0,jeep grand cherokee,excellent,8.0,gas,191646.0,automatic,SUV,blue,1.0,2019-04-14,68
10499,2004.0,jeep wrangler,excellent,6.0,gas,119000.0,automatic,SUV,black,1.0,2018-06-24,20
11900,2007.0,ford f-150,excellent,8.0,gas,73000.0,automatic,truck,custom,1.0,2018-11-15,28
29950,2015.0,chevrolet silverado 1500,like new,8.0,gas,27000.0,automatic,pickup,grey,1.0,2019-02-14,7
11900,2007.0,gmc yukon,excellent,8.0,gas,165000.0,automatic,SUV,black,1.0,2018-10-09,53
6500,2008.0,toyota highlander,excellent,6.0,gas,182138.0,automatic,SUV,silver,1.0,2018-10-14,45
3700,2005.0,jeep liberty,excellent,6.0,gas,170142.0,automatic,SUV,red,1.0,2018-06-04,21
4200,2001.0,toyota tacoma,good,4.0,gas,196118.0,automatic,truck,black,,2019-03-02,80
6995,2011.0,honda civic,good,4.0,gas,100480.0,automatic,sedan,blue,,2018-07-19,31
4300,2005.0,ford expedition,excellent,8.0,gas,160000.0,automatic,SUV,,,2018-11-16,10
22000,2008.0,ford f-250 super duty,excellent,8.0,diesel,115000.0,automatic,truck,green,1.0,2018-11-12,65
5000,2011.0,chevrolet traverse,good,6.0,gas,194000.0,manual,SUV,silver,,2018-12-15,38
7000,2002.0,toyota tundra,excellent,8.0,gas,235000.0,automatic,truck,,,2018-06-13,39
6000,2008.0,hyundai sonata,excellent,4.0,gas,103500.0,automatic,sedan,silver,,2018-06-23,30
24500,2006.0,ram 2500,excellent,6.0,diesel,119000.0,automatic,truck,,1.0,2019-03-05,28
4700,2010.0,ford escape,like new,4.0,gas,133120.0,automatic,SUV,,,2019-02-16,64
12500,2010.0,ford f-150,excellent,8.0,gas,135578.5,automatic,truck,white,1.0,2018-09-12,14
18000,2016.0,nissan frontier,excellent,6.0,gas,33300.0,automatic,truck,,1.0,2018-08-09,49
20200,2018.0,nissan frontier crew cab sv,good,6.0,gas,49596.0,other,pickup,black,1.0,2018-12-02,73
14299,2008.0,jeep wrangler,excellent,6.0,gas,108251.0,automatic,SUV,brown,1.0,2018-06-02,54
3500,2016.0,volkswagen passat,excellent,6.0,gas,50000.0,automatic,sedan,white,,2019-01-03,36
14500,2011.0,toyota tundra,excellent,8.0,gas,187257.0,automatic,truck,white,1.0,2018-06-29,83
9970,2015.0,chrysler 300,excellent,6.0,gas,71900.0,automatic,sedan,white,,2019-04-13,13
6520,2009.0,toyota rav4,excellent,6.0,gas,137200.0,automatic,SUV,silver,,2019-03-07,56
6990,2015.0,hyundai elantra,good,4.0,gas,97310.0,automatic,sedan,blue,,2018-05-12,45
11990,2018.0,hyundai elantra,like new,4.0,gas,5557.0,automatic,sedan,blue,,2018-06-05,69
12750,2017.0,chevrolet equinox,good,4.0,gas,27977.0,automatic,SUV,black,,2019-02-11,46
8250,2015.0,volkswagen jetta,excellent,4.0,gas,37320.0,automatic,sedan,white,,2019-01-22,12
9000,2012.0,honda pilot,good,6.0,gas,142000.0,automatic,SUV,black,1.0,2018-09-04,38
18000,2016.0,nissan frontier,excellent,6.0,gas,33300.0,automatic,truck,,1.0,2018-12-14,26
10400,2013.0,kia sorento,excellent,4.0,gas,49000.0,automatic,SUV,white,,2018-10-29,50
7200,2012.0,toyota camry,excellent,4.0,gas,159.0,automatic,sedan,black,,2018-07-12,15
3950,2012.0,chrysler 200,good,4.0,gas,58665.0,automatic,sedan,blue,,2018-08-02,67
2995,2009.0,ford taurus,excellent,6.0,gas,132000.0,automatic,sedan,blue,,2018-12-30,42
16500,2014.0,chevrolet camaro,excellent,6.0,gas,58000.0,automatic,coupe,red,,2018-08-21,14
5500,2007.0,toyota camry,good,4.0,gas,149000.0,automatic,sedan,black,,2018-05-25,63
3500,2005.0,cadillac escalade,excellent,8.0,gas,188000.0,automatic,SUV,blue,1.0,2019-03-12,33
26988,2018.0,hyundai santa fe,like new,6.0,gas,11000.0,automatic,SUV,black,,2018-05-09,36
16300,2014.0,chevrolet camaro lt coupe 2d,good,6.0,gas,85926.0,automatic,coupe,silver,,2018-11-19,33
22988,2017.0,chevrolet traverse,like new,6.0,gas,29358.0,automatic,SUV,silver,1.0,2018-05-05,51
26888,2014.0,chevrolet silverado 3500hd,good,8.0,diesel,138441.0,automatic,truck,red,1.0,2018-05-19,11
17995,2013.0,chevrolet silverado 2500hd,good,8.0,gas,108624.0,automatic,truck,,1.0,2018-05-01,30
19995,2011.0,gmc sierra 2500hd,good,8.0,diesel,112635.0,automatic,truck,white,1.0,2018-12-06,60
3500,2004.0,chevrolet tahoe,good,8.0,gas,182000.0,automatic,SUV,green,1.0,2018-11-07,32
4200,2000.0,chevrolet silverado,good,8.0,gas,187271.5,automatic,pickup,white,1.0,2018-11-24,33
27995,2017.0,gmc sierra 1500,excellent,8.0,gas,124130.0,automatic,pickup,white,1.0,2018-12-09,33
4495,2007.0,chevrolet impala,excellent,8.0,gas,174461.0,automatic,sedan,red,,2018-10-23,10
12977,2004.0,toyota tacoma,excellent,6.0,gas,171291.0,automatic,pickup,silver,1.0,2019-01-14,13
7988,2008.0,toyota rav4,excellent,4.0,gas,142138.0,automatic,SUV,red,1.0,2019-02-06,7
2200,2008.0,chevrolet suburban,fair,8.0,gas,160000.0,automatic,SUV,white,1.0,2019-02-12,45
8500,2011.0,gmc sierra 1500,excellent,8.0,gas,186000.0,automatic,truck,orange,1.0,2018-07-03,16
14900,2012.0,ford f-150,excellent,6.0,gas,89500.0,automatic,truck,custom,,2018-07-05,5
5995,2004.0,ford f250 super duty,excellent,8.0,diesel,174000.0,automatic,truck,,1.0,2019-02-08,31
9700,2007.0,toyota 4runner,excellent,6.0,gas,117854.0,automatic,SUV,silver,1.0,2019-02-01,57
8900,2007.0,toyota 4runner,excellent,6.0,gas,127856.0,automatic,SUV,white,1.0,2019-03-07,42
16900,2006.0,ford f-250,good,8.0,diesel,192284.0,automatic,pickup,blue,1.0,2018-07-15,22
8999,2011.0,honda pilot,good,6.0,gas,153425.0,automatic,SUV,white,,2018-05-13,12
14995,2011.0,ford ranger,excellent,6.0,gas,54200.0,automatic,truck,grey,1.0,2018-09-10,29
12995,2013.0,nissan rogue,excellent,4.0,gas,46150.0,automatic,wagon,black,1.0,2018-12-28,31
6500,2011.0,ford f-150,fair,8.0,gas,9500.0,manual,truck,white,1.0,2018-05-04,27
13995,2008.0,chevrolet silverado 1500,excellent,8.0,gas,134806.0,automatic,truck,,1.0,2018-10-17,25
14995,2013.0,honda cr-v,excellent,4.0,gas,60150.0,automatic,wagon,brown,1.0,2018-09-25,77
17950,2016.0,chevrolet silverado,excellent,6.0,gas,64990.0,automatic,truck,white,,2018-05-15,18
14950,2014.0,ford f150,excellent,6.0,gas,46297.0,automatic,pickup,,,2018-10-20,92
20995,2013.0,ram 1500,excellent,8.0,gas,96100.0,automatic,truck,,1.0,2018-07-16,41
12000,2013.0,ford fusion se,excellent,4.0,gas,96512.5,automatic,sedan,white,,2018-08-07,42
28900,2014.0,chevrolet silverado 1500 crew,good,8.0,other,73293.0,automatic,pickup,white,1.0,2018-08-16,37
5950,2010.0,toyota corolla,excellent,4.0,gas,124500.0,automatic,sedan,grey,,2018-08-25,30
7900,2007.0,honda cr-v,excellent,4.0,gas,140180.0,automatic,SUV,black,1.0,2019-01-02,25
18500,2013.0,toyota tundra,excellent,8.0,gas,97639.0,automatic,truck,white,1.0,2018-09-29,9
5195,2002.0,chevrolet silverado 1500,good,8.0,gas,161000.0,automatic,pickup,,,2019-02-08,47
6995,2016.0,nissan versa,good,4.0,gas,50851.0,automatic,sedan,black,,2018-07-05,23
9950,2009.0,ford f-150,excellent,8.0,gas,163300.0,automatic,pickup,,1.0,2018-05-16,6
16100,2014.0,gmc acadia,excellent,6.0,gas,107427.5,automatic,SUV,grey,,2018-09-30,34
8400,2007.0,ford f-150,good,8.0,gas,98000.0,automatic,truck,white,1.0,2018-07-17,4
14950,2012.0,chevrolet tahoe,excellent,8.0,gas,164300.0,automatic,SUV,white,1.0,2019-03-12,34
13495,2014.0,jeep grand cherokee,good,6.0,gas,92298.0,automatic,SUV,custom,1.0,2018-06-08,99
18588,2013.0,chevrolet silverado,like new,8.0,gas,101000.0,automatic,truck,black,1.0,2019-03-20,97
25995,2017.0,ram 1500,good,8.0,gas,55886.0,automatic,truck,blue,1.0,2018-09-20,2
7200,2008.0,chevrolet silverado 1500,good,8.0,gas,134806.0,automatic,truck,white,1.0,2018-05-18,18
23900,2014.0,ford f350,excellent,8.0,diesel,140000.0,automatic,truck,white,1.0,2018-08-01,28
22900,2016.0,ford f250 super duty,excellent,8.0,gas,86000.0,automatic,pickup,white,1.0,2018-09-10,5
11900,2017.0,chevrolet equinox,good,4.0,gas,125015.0,automatic,SUV,,,2018-12-31,24
29900,2013.0,chevrolet silverado 3500hd,excellent,8.0,diesel,120000.0,automatic,truck,black,1.0,2018-08-10,38
7490,2011.0,ford escape,excellent,4.0,gas,89675.0,automatic,SUV,blue,1.0,2018-11-04,28
10950,2017.0,chevrolet cruze,excellent,4.0,gas,50000.0,automatic,sedan,white,,2019-01-09,37
17500,2016.0,ford fusion,excellent,4.0,gas,28334.0,automatic,sedan,silver,,2019-03-02,47
2750,2006.0,ford f250,fair,8.0,gas,160623.5,automatic,pickup,white,,2018-09-14,32
25500,2010.0,ram 3500,excellent,6.0,diesel,240500.0,automatic,pickup,grey,1.0,2018-05-23,98
18500,2014.0,ram 1500,good,8.0,diesel,88000.0,automatic,pickup,blue,,2019-04-03,3
5200,2005.0,chevrolet trailblazer,excellent,6.0,gas,164824.0,automatic,SUV,silver,1.0,2018-05-26,30
2500,2007.0,ford focus se,good,4.0,gas,133840.0,automatic,sedan,silver,,2018-11-20,56
18995,2015.0,ram 2500,excellent,6.0,diesel,162430.0,automatic,truck,white,,2018-11-18,33
11500,2015.0,chevrolet colorado,good,4.0,gas,76465.0,automatic,truck,white,,2018-09-19,50
11000,2004.0,ford f-250,excellent,8.0,diesel,204000.0,automatic,truck,silver,1.0,2018-06-13,40
3000,2006.0,ford mustang,excellent,6.0,gas,130000.0,automatic,coupe,silver,,2018-06-18,3
12950,2014.0,ford econoline,good,8.0,gas,125000.0,automatic,van,white,,2018-09-11,36
8500,2008.0,chevrolet silverado 1500,excellent,6.0,gas,110000.0,automatic,pickup,red,,2018-12-23,37
4995,2003.0,jeep grand cherokee,like new,6.0,gas,106143.0,automatic,SUV,grey,1.0,2019-03-20,27
8950,2013.0,ford f150,excellent,6.0,gas,101893.0,automatic,pickup,white,,2018-12-13,74
9700,2006.0,dodge grand caravan,good,6.0,gas,97182.0,automatic,mini-van,silver,,2018-08-28,24
8000,2001.0,ford f250 super duty,good,8.0,gas,206102.0,automatic,truck,white,1.0,2018-07-13,29
3950,2005.0,gmc yukon,good,8.0,gas,210000.0,automatic,SUV,,1.0,2019-01-30,22
5400,2006.0,chevrolet impala,like new,6.0,gas,130500.0,automatic,coupe,,,2019-01-26,34
23250,2016.0,ram 1500,excellent,8.0,gas,90000.0,automatic,truck,custom,1.0,2019-03-26,122
4000,2005.0,ford f150,good,8.0,gas,200000.0,automatic,pickup,grey,1.0,2018-12-07,26
2599,2015.0,buick enclave,like new,6.0,gas,84769.0,automatic,SUV,,,2018-12-05,33
4000,2010.0,hyundai sonata,excellent,4.0,gas,128935.0,automatic,sedan,silver,,2018-08-05,26
2599,2014.0,ford mustang,like new,6.0,gas,46349.0,automatic,coupe,silver,,2018-06-08,87
3300,2004.0,ford f-150,good,8.0,gas,200000.0,automatic,pickup,,,2018-07-20,49
7200,2012.0,toyota camry,excellent,4.0,gas,159.0,automatic,sedan,black,,2018-09-15,9
9500,2011.0,chevrolet silverado,good,8.0,gas,141000.0,automatic,truck,silver,,2018-08-29,6
12900,2004.0,jeep wrangler,excellent,6.0,gas,96000.0,other,SUV,black,1.0,2018-11-28,37
2950,2009.0,chevrolet malibu,good,4.0,gas,142000.0,automatic,sedan,black,,2019-04-05,21
2599,2014.0,honda cr-v,like new,4.0,gas,79140.0,automatic,SUV,grey,1.0,2018-05-31,59
3000,2001.0,ford mustang,excellent,6.0,gas,138000.0,automatic,coupe,red,,2018-05-26,70
8000,2016.0,ford focus,excellent,4.0,gas,79687.0,automatic,sedan,grey,,2018-05-13,96
3800,2008.0,chevrolet impala,good,6.0,gas,151000.0,automatic,sedan,grey,,2018-06-17,89
17995,2007.0,chevrolet silverado,like new,8.0,gas,29750.0,automatic,truck,black,1.0,2018-09-22,33
8000,2012.0,ram 1500,good,8.0,gas,102000.0,automatic,pickup,orange,1.0,2019-04-15,66
5900,2008.0,jeep wrangler,good,6.0,gas,178444.0,automatic,SUV,blue,1.0,2019-03-18,16
3000,2002.0,ford f-150,good,8.0,gas,203000.0,automatic,truck,red,1.0,2018-06-14,30
2200,2005.0,chrysler town & country,good,6.0,gas,121590.0,automatic,van,,,2018-05-16,51
6995,2003.0,ford mustang,excellent,6.0,gas,125345.0,automatic,convertible,silver,,2018-08-31,16
11950,2013.0,buick enclave,excellent,6.0,gas,115671.0,automatic,SUV,grey,,2018-06-29,24
3500,2004.0,honda cr-v,good,4.0,gas,130000.0,manual,SUV,blue,1.0,2018-11-13,30
12490,2009.0,chevrolet tahoe,excellent,8.0,gas,142310.0,automatic,SUV,white,1.0,2019-04-15,112
8990,2011.0,nissan rogue,excellent,4.0,gas,84890.0,automatic,SUV,blue,1.0,2018-12-08,22
11490,2008.0,ford f-150,excellent,8.0,gas,135091.0,automatic,pickup,,1.0,2018-05-10,9
27995,2015.0,chevrolet suburban,good,8.0,gas,108000.0,automatic,SUV,black,1.0,2019-04-12,13
19995,2015.0,ram 1500,good,8.0,gas,94768.0,automatic,truck,blue,,2018-12-23,38
13950,2017.0,chevrolet equinox,excellent,4.0,gas,73911.0,automatic,SUV,,1.0,2019-03-19,24
18600,2016.0,ford f150,excellent,6.0,gas,67000.0,automatic,truck,,1.0,2019-01-05,39
3500,2007.0,ford fusion,excellent,6.0,gas,121000.0,automatic,sedan,black,,2018-10-16,50
14988,2018.0,hyundai elantra,like new,4.0,gas,20169.0,automatic,sedan,white,,2018-06-07,70
8600,2007.0,ford f150,good,8.0,gas,141123.0,automatic,truck,,1.0,2018-07-06,87
11900,2007.0,ford f-150,excellent,8.0,gas,73000.0,automatic,truck,,1.0,2019-01-30,52
22000,2015.0,jeep wrangler,excellent,6.0,gas,51803.0,automatic,other,green,1.0,2019-01-30,38
4850,2007.0,chevrolet malibu,good,6.0,gas,113566.0,automatic,sedan,grey,,2018-08-06,36
6800,2013.0,volkswagen passat,excellent,4.0,gas,106480.0,automatic,sedan,blue,,2018-12-20,10
9850,2008.0,chevrolet silverado,excellent,8.0,gas,154000.0,automatic,truck,red,1.0,2018-05-07,76
11900,2007.0,gmc yukon,excellent,8.0,gas,165000.0,automatic,SUV,black,1.0,2019-04-13,43
8995,2009.0,chrysler town & country,excellent,6.0,gas,138734.0,automatic,mini-van,blue,,2018-09-21,31
3750,2001.0,ford escape,excellent,4.0,gas,150000.0,automatic,SUV,red,1.0,2018-08-27,12
6700,2008.0,ford mustang,good,6.0,gas,86693.0,automatic,coupe,grey,,2018-06-23,21
10500,2013.0,volkswagen passat,excellent,4.0,diesel,64926.0,automatic,sedan,,,2018-08-31,113
4850,2011.0,dodge grand caravan,good,6.0,gas,138350.0,automatic,van,black,1.0,2018-10-21,29
11800,2013.0,ford f250,excellent,8.0,gas,130515.0,automatic,pickup,,,2018-12-23,25
12875,2009.0,chevrolet silverado 1500,good,8.0,gas,132727.0,automatic,truck,black,,2018-10-23,14
4999,2008.0,ford f-150,good,8.0,gas,88300.0,automatic,truck,white,1.0,2018-10-28,26
12800,2005.0,chevrolet silverado 1500,excellent,8.0,gas,161402.5,automatic,truck,red,1.0,2018-12-22,36
21875,2008.0,ram 2500,good,6.0,diesel,158379.0,automatic,truck,white,1.0,2018-08-09,48
3850,2002.0,chevrolet silverado 1500,good,8.0,gas,250000.0,automatic,pickup,blue,,2019-03-12,30
16950,2012.0,gmc sierra 1500,excellent,8.0,gas,87150.0,automatic,pickup,grey,1.0,2018-10-21,26
29900,2013.0,chevrolet silverado 3500hd,excellent,8.0,diesel,120000.0,automatic,truck,,1.0,2019-04-08,18
8100,2008.0,chevrolet silverado 1500,good,8.0,gas,171000.0,automatic,truck,red,1.0,2018-07-05,20
5995,2005.0,ford f-150,good,8.0,gas,144000.0,automatic,truck,silver,1.0,2019-02-15,85
5995,2005.0,chevrolet tahoe,good,8.0,gas,196565.0,automatic,SUV,custom,1.0,2018-10-06,23
23800,2018.0,nissan frontier crew cab sv,good,6.0,gas,10899.0,other,pickup,silver,1.0,2018-12-19,4
2599,2011.0,gmc acadia,like new,6.0,gas,146149.0,automatic,SUV,white,1.0,2019-02-12,94
6995,2009.0,ford edge,excellent,6.0,gas,129229.0,automatic,SUV,white,,2018-05-27,65
4500,2006.0,gmc sierra,fair,6.0,gas,88000.0,manual,truck,grey,,2018-08-18,77
4700,2012.0,chevrolet malibu,good,4.0,gas,112351.0,automatic,sedan,silver,,2018-07-29,45
11500,2010.0,bmw x5,excellent,6.0,gas,155000.0,automatic,SUV,grey,1.0,2018-05-13,15
4890,2007.0,nissan sentra,excellent,4.0,gas,188000.0,automatic,sedan,silver,,2018-07-08,47
5850,2001.0,chevrolet silverado 2500hd,fair,8.0,gas,80991.0,automatic,truck,green,1.0,2018-05-23,13
9995,2015.0,honda civic lx,excellent,4.0,gas,85361.0,automatic,coupe,red,,2019-03-10,52
5500,2012.0,chevrolet malibu,good,4.0,gas,105731.0,automatic,sedan,,,2018-10-04,70
8500,2014.0,nissan maxima,good,6.0,gas,79000.0,automatic,sedan,black,,2019-02-22,17
7990,2010.0,honda accord,excellent,4.0,gas,151061.0,automatic,sedan,,,2018-08-19,88
5500,2006.0,chevrolet silverado,fair,8.0,gas,168000.0,automatic,truck,silver,1.0,2019-01-03,6
3500,2005.0,ford escape,good,4.0,gas,167000.0,automatic,SUV,green,1.0,2018-12-11,53
3800,2006.0,chevrolet silverado,good,8.0,gas,168000.0,automatic,truck,custom,,2018-05-01,36
5999,2006.0,subaru outback,excellent,4.0,gas,160000.0,automatic,wagon,silver,1.0,2019-02-10,15
